⺀	⿱丶丶
𦡬	⿰月⿱𠆢⿱㐫禸
𦡭	⿱⿴𦥑与⿱冖肉
𦡮	⿰月⿱丷⿱⿱一业日
𦡯	⿰月⿺辶⿱土羊
𦡰	⿰月⿱艹尃
𦡱	⿰月⿱羽隹
𦡲	⿰月⿱⿱宀心⿱罒丁
𦡴	⿰月⿳士乛⿳丅二⿰口寸
𦡵	⿰月⿱⿴囗豕心
𦡶	⿰月⿱⿰臣⿱⿰丿一丶皿
𦡷	⿰月⿰⿱业𦍌寸
𦡸	⿰月⿰⿱匕矢⿱龴疋
𦡹	⿰月⿱日⿱⿰幺幺灬
𦡺	⿱⿰貝貝月
𦡻	⿰月⿱⿰冫馬几
𦡼	⿱⿰⿱匕矢⿱龴疋肉
𦡽	⿺⿰月九黄
𦡾	⿰⿱⿴龷二亾⿱田月
𦢀	⿰月⿳⿱士口冖至
𦢁	⿰月⿱艹⿱⿱𠆢丶⿸⿴尸一口
𦢂	⿰月菐
𦢃	⿰月⿱⿱艹土言
𦢄	⿰月⿱非衣
𦢅	⿰月⿳火⿰⿰𡿨丿又虫
𦢆	⿱⿰貝貝肉
𦢇	⿱⿰⿱匕矢⿱龴疋月
𦢈	⿰月爾
𦢉	⿰月⿱⿱宀⿻心丿虫
𦢊	⿰月⿱日⿱⿱龷八氺
𦢋	⿰月⿱⿱𦍌灬⿱王大
𦢌	⿰月⿱士⿱罒貝
𦢍	⿰月⿹⿻戈⿰幺幺田
𦢎	⿰月⿸广黄
𦢏	⿰月⿱田⿰田田
𦢐	⿰月⿱⿱艹目⿱大厶
𦢑	⿰月⿱⿵戊⿱上小心
𦢒	⿰月⿳⿻十从冖貝
𦢓	⿰月⿱〾黑土
𦢔	⿰月⿱⿱⿰丰丰彐心
𦢕	⿰月⿱⿻⿻亻⿱从从一月
𦢖	⿸⿸〾疒⿰亻隹月
𦢗	⿲月⿱⿱士口羊⿵几丶
𦢘	⿰月⿱艹⿱龹氺
𦢙	⿰月⿹⿶戈十韭
𦢚	⿰月⿸虍⿱田月
𦢛	⿰月⿸虍⿱田心
𦢜	⿰月⿱山黑
𦢝	⿰月⿸疒⿶⿱臼又丨
𦢞	⿰月⿱魚日
𦢟	⿰月⿰扌菐
𦢠	⿰月齒
𦢡	⿰⿸尸至⿱⿻人从月
𦢢	⿰⿱⿻人从月⿸尸至
𦢣	⿰月⿱爫⿻⿵冂丨⿰爻爻
𦢤	⿰月⿱⿰夫夫貝
𦢦	⿰月⿰魚禾
𦢧	⿰月⿳⿱艹罒冖目
𦢨	⿰月⿵門臽
𦢩	⿰月⿱艹⿻肀𣶒
𦢪	⿰月⿰阝⿺辶⿱⿸⿻丿一工月
𦢫	⿰月龍
𦢬	⿰月⿱艹⿱心⿰心心
𦢭	⿰月⿳⿻十口冖⿱⿱勹巳木
𦢮	⿰月⿱吅鬼
𦢯	⿰月⿳⿴𦥑⿵⿵冂一口一八
𦢰	⿱⿳⿴𦥑⿵⿵冂一口一八肉
𦢲	⿰月⿱艹⿳⿰丿一卌⿱一灬
𦢴	⿰⿰月⿱丷⿱口儿⿱穴犬
𦢵	⿰月⿸广⿱⿱亠⿴囗口禾
𦢶	⿰月⿰⿱禾几頁
𦢷	⿰月⿱吅馬
𦢸	⿰月⿱艹⿰氵尃
𦢹	⿰月⿱⿱𦍌灬⿱𦍌大
𦢺	⿰月⿱罒⿱隹灬
𦢻	⿰仌⿸⿸广⿰亻隹肉
𦢽	⿱⿰⿱⿱宀丰口谷肉
𦢾	⿰月⿱山⿰⿱匕矢⿱龴疋
𦢿	⿰月⿱⿱山隹冏
𦣀	⿰月⿱耳⿰耳耳
𦣁	⿰月⿱⿴𦥑囟⿱一火
𦣂	⿰月⿱⿻山⿰丰丰豆
𦣃	⿰月⿳⿱日⿱屮凵大米
𦣅	⿰月⿳爫罒⿰艮寸
𦣆	⿸⿰月麻非
𦣇	⿰月⿱罒⿰糹隹
𦣈	⿰月⿱〾竹⿰氵尃
𦣊	⿱⿰〾堇隹月
𦣋	⿰月⿰糸⿰訁糸
𦣌	⿰月⿱⿻大〾卌⿰木木
𦣍	⿰月⿱⿱𦍌灬⿱𦍌大
𦣎	⿰月⿰〾堇隹
𦣏	⿱⿰糸⿰訁糸月
𦣑	⿰月⿱艹⿰魚禾
𦣒	⿰月⿱⿱⿰目目隹又
𦣓	⿱⿰⿻十⿱䒑人⿹勹豆⿰月月
𦣔	⿳𠫓罒⿰⿰月⿻甲⿱一人⿵几丶
𦣕	⿰月⿰⿱覀示風
𦣗	⿰月⿰飠⿱⿱土⿰土土兀
𦣘	⿰月⿳⿻一中冖⿱⿱吅⿻龷一⿸匚𡿨
𦣙	⿰月⿳日宀⿳吅⿻龷一⿸匚𡿨
𦣚	⿱⿰〾堇隹肉
𦣛	⿰月⿱⿰糸⿰訁糸心
𦣜	⿰月⿱⿰目目⿰爿⿸疒矢
𦣟	⿱山臣
𦣠	⿱臣⿱丿土
𦣡	⿰臣⿱八刀
𦣢	⿰臣巿
𦣣	⿰臣戈
𦣤	⿰𦣞㠯
𦣥	⿰臣⿻心丿
𦣦	⿰臣臣
𦣧	⿰臣〾册
𦣨	⿰臣⿰亻壬
𦣪	⿰臣⿱⿰丿一⿱口皿
𦣫	⿰臣⿱⿴龷二八
𦣬	⿰臣⿳⿰丿一口女
𦣭	⿰⿱丶⿳一丷⿱冖巾臣
𦣮	⿱⿰子瓜臣
𦣯	⿰臣叚
𦣰	⿰南⿰臣卜
𦣱	⿰臣⿱龶貝
𦣲	⿰⿱臣示⿱白儿
𦣳	⿰臣⿱隹灬
𦣴	⿱⿰臣又睘
𦣵	⿳⿰臣⿳⿰丿一⿻⿲丨凵丨一𠃑日夊
𦣷	⿰臣⿳⿰丿一⿰人从⿰⿱十口⿰⿱十口⿱十口
𦣸	⿰毚⿱⿰臣⿱⿰丿一丶皿
𦣹	〾自
𦣺	〾白
𦣻	⿱丆目
𦣼	〾自
𦣾	⿱自兀
𦣿	⿱自⿱𠆢丨
𦤀	⿱自大
𦤁	⿳自一夂
𦤂	⿱自殳
𦤃	⿱自王
𦤄	⿱艹自
𦤅	⿱艹自
𦤆	⿱自⿱二厶
𦤈	⿱自从
𦤉	⿰自公
𦤊	⿰自丑
𦤋	⿸⿴尸丨自
𦤌	⿱自⿰⿱丿丿〾卜
𦤍	⿱自〾王
𦤎	⿱自本
𦤏	⿱自田
𦤐	⿻⿱自王丷
𦤑	⿱⿱自犬⿻二丨
𦤒	⿱⿱自犬彡
𦤓	〾鼻
𦤔	⿱自⿱宀方
𦤕	⿰⿱自犬夬
𦤖	⿱自⿱⿱亠从十
𦤗	〾皋
𦤘	⿱亯自
𦤙	⿰⿱自木⿱屮凵
𦤚	⿰⿱自犬犮
𦤛	⿱自⿰龵⿱一丰
𦤜	⿰自⿸⿲亻丨攵彡
𦤝	⿳自穴〾人
𦤞	⿰⿸厃㔾⿱自木
𦤟	⿰囟⿱自犬
𦤠	⿰⿱自犬⿸⿻丿一火
𦤡	⿰⿱自犬邑
𦤢	⿱⿰氵自侖
𦤣	⿰⿱龸子⿱自犬
𦤤	⿰自⿱宀隹
𦤥	⿱自⿰羊羽
𦤦	⿰⿱自犬曷
𦤧	⿰⿱自犬⿱木示
𦤨	⿰⿱自犬昷
𦤪	⿰曷⿱自犬
𦤫	⿰自鼻
𦤬	⿰⿱自犬⿱⿱宀丰口
𦤭	⿰⿱自犬⿱⿰歹刂灬
𦤮	⿰⿺辶艮⿱自犬
𦤯	⿰⿱自犬⿰⿱⿴龷二亾力
𦤰	⿰⿱自犬⿱⿱⿱𠆢丶乛貝
𦤱	⿰⿱自犬⿱⿰臣又糸
𦤲	⿺⿱⿱⿻𦥑爻冖見自
𦤳	〾至
𦤴	〾至
𦤵	〾至
𦤶	⿰至夂
𦤷	⿰至⿰𠂊乀
𦤸	⿰川至
𦤹	⿰至⿸丆卜
𦤺	⿰至攴
𦤻	⿺瓜至
𦤼	⿳士冖至
𦤽	⿰至⿸尸匕
𦤾	⿰至⿱日一
𦤿	⿳丰冖至
𦥀	⿰至〾夋
𦥁	⿰⿱罒十至
𦥂	⿳⿱土土冖至
𦥄	⿱⿱⿴龷二八至
𦥅	⿰至⿱⿱厶口木
𦥆	⿳丰癶至
𦥇	⿰至⿱⿻人三天
𦥈	⿳𦍌冖至
𦥉	⿰⿱宀至⿱五口
𦥊	⿱⿰子⿱⿱一幺小至
𦥋	⿱⿰歺㐱至
𦥌	⿰至⿱聿日
𦥍	⿰至⿱⿱丆目夂
𦥎	⿱⿰⿱土⿱丷干⿵九丶至
𦥏	⿱至⿰至至
𦥐	⿰⿱⿱厶口木⿰至攵
𦥔	〾申
𦥖	⿻⿱乛亅臼
𦥗	⿱⿻臼丨⿱乛亅
𦥘	⿱𦥑寸
𦥚	⿱〾申丂
𦥛	⿻干臼
𦥜	⿱夕臼
𦥝	⿱爫⿰丨日
𦥞	⿰臼欠
𦥟	⿰臼冘
𦥠	⿱臼⿰⿰𡿨丿又
𦥡	⿱臼巿
𦥣	⿰臼⿺尢丶
𦥤	⿱〾申万
𦥥	⿰臼⿹巿丿
𦥨	⿰臼穴
𦥩	〾鼠
𦥬	⿰臼⿱⿰丿一⿰丨二
𦥭	⿱屰臼
𦥯	⿱⿻𦥑爻冖
𦥱	⿱臼⿱夕巾
𦥲	⿱〾缶臼
𦥳	⿱⿻臼人㠯
𦥴	⿳⿱𠆢十〾九臼
𦥵	⿰臽⿱𠂊口
𦥶	⿰臼⿱田力
𦥷	⿶⿳𦥑一八月
𦥸	⿱⿴𦥑与廾
𦥹	⿱⿻𦥑大手
𦥻	⿰臼⿱⿻千北一
𦥽	⿱⿻午⿰⿰𡿨丿又臼
𦦀	〾申
𦦂	⿱𦥑⿱八𦥑
𦦃	⿰⿱匕日⿱臼儿
𦦄	⿱⿰日日臼
𦦅	⿰臼⿱⿻人三天
𦦆	⿱⿱臼大糸
𦦇	⿰臼⿱山而
𦦉	⿱⿴𦥑囟大
𦦋	⿳臼八⿱日土
𦦌	⿰⿱爫臼⿱刀口
𦦍	⿳𦥑⿱一冉土
𦦎	⿱⿱⿻𦥑爻冖弓
𦦐	⿰臼尃
𦦑	⿱⿱⿻𦥑爻冖⿱八刀
𦦒	⿱⿴𦥑囟⿰⿰𡿨丿又
𦦔	⿱〾申禺
𦦖	⿰叕臽
𦦗	⿱⿱⿻𦥑爻冖木
𦦙	⿱與丰
𦦚	〾寅
𦦛	⿱⿱⿻𦥑爻冖丘
𦦜	⿱⿱⿻人三臼〾缶
𦦝	⿵冂⿱㐅丅
𦦞	⿳⿴𦥑⿵⿵冂一口㓁丅
𦦟	⿱⿳⿴𦥑⿵⿵冂一口一八刀
𦦠	⿱⿱⿻𦥑爻冖申
𦦡	⿳⿴𦥑⿵⿵冂一口㓁丅
𦦢	⿱⿰尚攵臼
𦦣	⿰臼⿱日⿰耳又
𦦥	⿳⿴𦥑囟冖甘
𦦧	⿱⿴𦥑⿵⿵冂一口⿵〾人丅
𦦨	⿰⿱爫臼⿱火火
𦦩	⿱⿴𦥑缶⿱冖夗
𦦪	⿳⿴𦥑⿱爫臼一八
𦦫	⿳⿴⿱𦥑𦥑亏一八
𦦮	⿱與⿱𠆢王
𦦯	⿱⿱⿻𦥑爻冖𦈢
𦦰	⿰臼⿳士乛⿳丅二⿰口寸
𦦲	⿳⿴𦥑与臼⿱一八
𦦳	⿱與⿱丷⿱口儿
𦦵	⿱⿱⿻𦥑爻冖⿰木公
𦦷	⿱⿴𦥑囟禺
𦦸	⿱與⿱日⿹勹⿱丿丿
𦦹	⿱⿰⿶凵丵殳臼
𦦺	⿱⿱⿻人三臼⿹⿷⿴弓工工口
𦦻	⿳⿴𦥑⿵⿵冂一口冖禺
𦦼	⿳⿴𦥑米冖⿱⿱宀火夕
𦦽	⿱⿰糸⿰訁糸臼
𦦾	⿱⿱⿻人三臼⿳士乛⿳丅二⿰口寸
𦦿	⿰⿱⿰貝貝女⿱臼儿
𦧀	⿱⿱⿻𦥑爻冖⿱⿻⿱丿土⿱⿴囗丷一灬
𦧁	⿳⿴𦥑⿵⿵冂一口冖⿱⿰夕⿺乀⿱丿丿⿱⿻人三⿻二丨
𦧂	⿱⿴𦥑囟⿱⿴𦥑囟大
𦧃	⿰⿸尸娄⿱⿱艹隹臼
𦧅	⿱⿳⿴𦥑⿵⿵冂一口一八⿰⿳⿴𦥑⿵⿵冂一口一八⿳⿴𦥑⿵⿵冂一口一八
𦧆	〾舌
𦧈	⿰舌⿱⿱𠆢丶乛
𦧉	⿰舌支
𦧊	⿰舌⿱厶儿
𦧋	⿰舌牛
𦧌	⿰舌⿱丿廾
𦧍	⿰爪舌
𦧎	⿰⿱⿱𠆢丶乛舌
𦧏	⿰舌井
𦧐	⿰⿱厶十舌
𦧑	⿰舌⿱宀匕
𦧒	⿰舌⿱十口
𦧔	⿰舌瓜
𦧕	⿸厃⿱八舌
𦧗	⿰自舌
𦧘	⿰肉舌
𦧙	⿰舌朱
𦧚	⿰舌舌
𦧛	⿰舌⿱亼口
𦧜	⿰舌⿻一史
𦧝	⿰舌⿺廴⿱丿止
𦧞	⿰舌⿱水口
𦧟	⿰舌⿱水日
𦧠	⿰⿱白巾舌
𦧡	⿰⿱火火舌
𦧢	⿰舌⿱𠫓木
𦧣	⿰舌侖
𦧤	⿰舌⿱廿木
𦧥	⿰⿱水日舌
𦧦	⿰舌⿳爫冖又
𦧧	⿰舌⿱日𤴓
𦧨	⿰⿱亠⿳口丿口舌
𦧩	⿰舌⿵戌口
𦧪	⿺⿱日𤴓舌
𦧫	⿰舌彖
𦧬	⿰彖舌
𦧭	⿰舌⿱日羽
𦧮	⿰舌⿱⿱宀丰口
𦧯	⿰舌⿱自心
𦧰	⿰⿱自心舌
𦧱	⿰舌⿱羽白
𦧲	⿰舌⿱田糸
𦧳	⿰舌⿱⿻大从水
𦧴	⿰舌⿱吅⿻甲一
𦧵	⿰舌⿰舌舌
𦧶	⿰⿱聿日⿱𠆢舌
𦧸	⿰⿱𠆢舌⿱⿰巳巳⿱龷八
𦧹	⿰舌⿻⿱艹⿻十⿱从从一
𦧺	⿰舌⿰⿻⿻十口人⿱𠂊貝
𦧻	⿰舌毚
𦧼	⿰舌⿵門⿻十⿱⿴囗丷人
𦧽	⿰舌⿱彖⿰虫虫
𦧾	⿰粦卂
𦧿	⿰⿱⿱火火舛乚
𦨀	⿳⿰⿰木夕木一舛
𦨁	⿰⿳爫冖舛⿱山⿱亠土
𦨂	⿰⿱甘木⿳⿰丿一卌⿸歹㐄
𦨄	⿰⿱⿷匚⿱火火舛⿱山⿱亠土
𦨅	⿱⿱⿻大〾卌⿰木木舛
𦨆	⿰⿱北⿱穴瓦粦
𦨇	⿰舟乙
𦨈	⿰舟人
𦨉	⿰舟刂
𦨊	⿰舟⿱丿乚
𦨌	⿰舟㔾
𦨍	⿰舟丁
𦨎	⿰舟乇
𦨏	⿰舟⿱⿰丿一乙
𦨐	⿰舟大
𦨑	⿰舟⿹⿻亅一丿
𦨒	⿰舟弋
𦨓	⿰舟⿹勹丶
𦨔	⿰舟刃
𦨕	⿰舟⿸卩又
𦨖	⿰舟⿱小丿
𦨗	⿰舟攴
𦨘	⿰舟⿱一丌
𦨙	⿰舟日
𦨚	⿰舟犬
𦨛	⿰舟⿹勹厶
𦨜	⿰舟戈
𦨝	⿰舟⿱一彑
𦨞	⿰舟⿱二儿
𦨟	⿰舟支
𦨠	⿰舟⿱一幺
𦨡	⿰舟⿻弓⿰丿丨
𦨢	⿰舟氐
𦨣	⿰舟⿱刀口
𦨥	⿰舟⿱屮凵
𦨦	⿱⿰力口舟
𦨧	⿰舟目
𦨨	⿰舟夗
𦨩	⿰舟龙
𦨪	⿰舟⿱日一
𦨫	⿰舟⿻〾示一
𦨭	⿰舟皮
𦨮	⿰舟⿰亻弋
𦨯	⿰舟舌
𦨰	⿰舟⿰工阝
𦨱	⿰舟聿
𦨲	⿰舟⿰氵㔾
𦨳	⿰舟⿱口天
𦨴	⿰舟⿵⿵冂一口
𦨵	⿰舟行
𦨶	⿰舟⿱八天
𦨷	⿰舟⿰亻戈
𦨸	⿰舟〾冉
𦨹	⿰舟⿸厃㔾
𦨼	⿰舟⿱口天
𦨽	⿰舟⿱山⿱⿱𠆢丶乛
𦨾	⿰舟⿳亠口⿱乛亅
𦨿	⿰舟⿺廴⿱子一
𦩀	⿰舟⿻大从
𦩁	⿰舟⿱夂朩
𦩂	⿰舟⿱⿰丿一疋
𦩃	⿰舟⿱丷⿱口儿
𦩄	⿰舟〾兆
𦩅	⿰舟⿱日干
𦩆	⿰舟我
𦩇	⿰舟⿱⿱厶小又
𦩈	⿰舟⿱厶矢
𦩉	⿰⿱厶矢舟
𦩊	⿰舟⿱臼儿
𦩋	⿰舟非
𦩌	⿰舟疌
𦩍	⿰舟⿵用口
𦩎	⿰舟⿱火廾
𦩏	⿰舟隹
𦩐	⿱⿰舟犬巴
𦩑	⿰舟來
𦩒	⿰舟亞
𦩓	⿰舟⿳厶大三
𦩔	⿰舟⿱矢彡
𦩕	⿰舟虎
𦩗	⿰舟⿱火火
𦩘	⿰舟⿱宀𤴓
𦩙	⿰舟⿱丑丑
𦩚	⿰舟⿰木攵
𦩛	⿰舟⿳目一八
𦩜	⿰舟咅
𦩝	⿰舟⿱田月
𦩞	⿰舟⿱亼⿰月刂
𦩟	⿰舟⿱⿱⿰丿一日夂
𦩠	⿰舟⿱日生
𦩡	⿰舟畐
𦩢	⿰舟⿵戌口
𦩣	⿰舟⿱⿰龶刀大
𦩤	⿰舟⿱穴犬
𦩥	⿰舟曷
𦩦	⿰舟⿹聿彡
𦩧	⿱⿰子⿰子子舟
𦩨	⿰舟⿰氵聿
𦩩	⿰舟⿱龹女
𦩪	⿰舟⿱⿰力口木
𦩫	⿰舟⿱龹巾
𦩬	⿰舟⿵戌女
𦩭	⿰舟⿱田心
𦩮	⿰舟⿳爫一⿸⿻丿一又
𦩰	⿰舟⿻⿱丿土⿱日一
𦩱	⿰舟⿱龹土
𦩲	⿰舟⿱八酉
𦩳	⿰舟⿸耂日
𦩴	⿰舟⿱止豆
𦩶	⿰舟⿱爫⿱幺大
𦩷	⿰舟⿱⿻龷一冉
𦩸	⿰舟⿰⿹弓二⿹弓二
𦩹	⿰舟⿱爫臼
𦩺	⿰舟⿱⿰工⿵几丶木
𦩻	⿸⿰⿱十⿱日十人舟
𦩼	⿰舟⿱工貝
𦩽	⿰舟⿱巛⿱丆目
𦩾	⿰舟⿱爫缶
𦩿	⿰舟⿻干臼
𦪀	⿰舟⿸广⿱肀口
𦪁	⿰舟⿱⿱宀火夕
𦪂	⿰舟⿰彳走
𦪃	⿰舟⿳冖一豕
𦪄	⿰舟⿱自王
𦪅	⿰舟⿸广⿺廴⿱丿土
𦪆	⿰舟⿱⿱⿴龷二八土
𦪇	⿰舟鹿
𦪈	⿱⿰⿱龶勹攵舟
𦪉	⿰舟⿰氵隹
𦪊	⿰舟⿵戊⿱上小
𦪋	⿰舟⿸羊丑
𦪌	⿰舟⿱宀⿱大⿹丅口
𦪍	⿰舟⿱止豆
𦪎	⿰舟⿺辶夆
𦪏	⿰舟⿺辶⿱龴用
𦪐	⿰舟⿱囱心
𦪑	⿰舟⿱癶⿰弓殳
𦪒	⿰舟⿱⿱中一貝
𦪓	⿰舟⿻肀𣶒
𦪔	⿰舟⿰⿱亠⿱口子攵
𦪕	⿰舟尞
𦪖	⿰舟⿱釆田
𦪗	⿰舟黃
𦪘	⿰舟⿸厂⿰屰欠
𦪙	⿰舟⿱⿱亼口羽
𦪚	⿰舟⿱⿱八酉寸
𦪛	⿰舟⿱⿱土⿰土土兀
𦪜	⿰舟⿱⿱⿱厶⿰厶厶人〾心
𦪝	⿰舟⿱龹糸
𦪞	⿰舟⿱⿱⿱丿大口冋
𦪟	⿰舟⿰壴彡
𦪠	⿰舟⿱艹⿻丅⿱艹二
𦪡	⿰舟⿸虍业
𦪢	⿰舟⿱吅⿻甲一
𦪣	⿰⿱吅⿻甲一舟
𦪤	⿱⿰舟舟⿹勹方
𦪥	⿰舟⿱穴⿰亻白
𦪦	⿰舟⿱〾尚手
𦪧	⿰舟⿹⿰工攵〾甘
𦪨	⿲舟𧾷⿻一史
𦪩	⿰舟⿱雨⿱⿱𠆢丶龴
𦪪	⿰舟⿱〾竹夆
𦪫	⿰舟⿱⿰歺又米
𦪬	⿰舟⿰曷欠
𦪭	⿰舟⿺辶⿱土羊
𦪮	⿰舟⿱⿱从从⿸丆工
𦪯	⿸⿰舟户昷
𦪰	⿱⿰⿱⿱屮凵方攵舟
𦪲	⿰舟⿻⿻肀𣶒八
𦪳	⿰舟⿳亠口⿱冖豕
𦪵	⿰舟⿱〾竹⿱⿴龷二八
𦪶	⿰舟⿱彖虫
𦪷	⿰舟⿱〾黑土
𦪸	⿰舟⿱⿰夫夫貝
𦪹	⿱⿰舟殳⿰禾血
𦪻	⿰舟⿱宀⿱艹⿷見丶
𦪼	⿰舟⿰禾⿱⿺尢丶⿱匕日
𦪽	⿰舟龍
𦪾	⿰舟⿸⿸厂⿰禾禾止
𦪿	⿱龍舟
𦫀	⿰舟⿱龹馬
𦫁	⿰舟⿳火⿰夕又言
𦫂	⿰舟⿱火⿱⿰夕又貝
𦫃	⿰舟霝
𦫄	⿰舟⿱雨⿱丷⿱一业
𦫅	⿰舟⿱⿰先先貝
𦫆	⿰舟⿱豕⿰虫虫
𦫇	⿰舟⿱⿱⿰目目隹又
𦫈	⿰舟⿱彖⿰虫虫
𦫉	⿰舟龜
𦫊	⿰舟⿱霝⿻工从
𦫌	⿱禾艮
𦫍	⿰⿱丶艮开
𦫎	⿰耒艮
𦫏	⿰⿱丶艮并
𦫐	⿰⿱⿻大丷亏⿱丶艮
𦫑	⿰⿱爫⿱幺大⿱丶艮
𦫒	⿰〾堇艮
𦫓	⿺色夕
𦫔	⿱癶色
𦫖	⿺色白
𦫗	⿰皮色
𦫙	⿰白色
𦫚	⿰⿱大亏色
𦫛	⿰⿱龸子色
𦫜	⿰〾赤色
𦫝	⿰夋色
𦫞	⿰⿱大⿸厂彡色
𦫟	⿰⿱火火色
𦫡	⿰⿱⿴龷二八色
𦫢	⿰尚色
𦫣	⿰⿹方方色
𦫤	⿺色頁
𦫥	⿰面色
𦫦	⿰⿳爫一⿸⿻丿一又色
𦫧	⿰⿱𦍌大色
𦫨	⿰⿸产彡色
𦫩	⿰⿱吅⿱一𠀁色
𦫪	⿰⿱穴瓜色
𦫫	⿰⿱公羽色
𦫬	⿰⿱爫⿱幺大色
𦫭	⿰⿱⿱十⿴⿱冂一三八色
𦫮	⿰⿱口貝色
𦫯	⿰⿱⿻⿱丿土⿱⿴囗丷一灬色
𦫰	⿰⿳⿱艹罒冖夕色
𦫱	⿰鼻色
𦫲	⿱⿱⿰糸⿰訁糸刀巴
𦫳	⿱艹丨
𦫶	⿱艹丩
𦫸	⿱艹人
𦫹	⿰⿻屮一⿻屮一
𦫺	⿱艹丆
𦫻	⿱艹亻
𦫼	⿱艹⿱乛亅
𦫽	⿱艹二
𦫾	⿱艹㔾
𦫿	⿱艹又
𦬀	⿱艹匸
𦬁	⿱艹⿹⿻亅一丿
𦬂	⿱艹兀
𦬃	⿱艹乇
𦬄	⿱艹刃
𦬅	⿱艹口
𦬆	⿱艹亾
𦬇	⿱艹廾
𦬊	⿱艹巳
𦬋	⿱龷力
𦬍	⿱艹尢
𦬏	⿱艹屮
𦬐	⿱艹⿰丿又
𦬑	⿱艹女
𦬒	⿱艹⿻二丨
𦬓	⿱艹⿺尢丶
𦬔	⿱艹爪
𦬕	⿱艹中
𦬖	⿱艹⿰亻九
𦬗	⿱艹戈
𦬘	⿱艹公
𦬙	⿱艹⿰亻卜
𦬚	⿱艹⿱一彑
𦬛	⿱艹丏
𦬜	⿱艹⿱一幺
𦬞	⿱艹天
𦬟	⿱艸⿱一丌
𦬠	⿱艹⿰⿻丿一十
𦬡	⿱艹⿱九十
𦬢	⿱艹卅
𦬣	⿱艹⿵冂又
𦬤	⿱艹㸦
𦬥	⿱艹⿰⿰𡿨丿丩
𦬦	⿱艸犬
𦬧	⿱艸⿰⿻丿一十
𦬨	⿱艹尺
𦬩	⿱艹六
𦬪	⿱⿱艹冖丁
𦬫	⿱艹犬
𦬬	⿱艹王
𦬭	⿱艹水
𦬮	⿱艹⿱冖几
𦬯	⿱艹⿰亻十
𦬰	⿱艹⿱丿土
𦬱	⿱艹⿱丿廾
𦬲	⿳艹丿口
𦬳	⿱艹⿰亻㔾
𦬴	⿱艹⿰亻〾弋
𦬵	⿱艹廿
𦬶	⿱艹午
𦬸	⿱艹⿺木丶
𦬹	⿱艹⿱日一
𦬺	⿱艹⿱口儿
𦬻	⿱艹⿰女又
𦬼	⿱艹⿱⿰丿一小
𦬽	⿱艹⿻子八
𦬾	⿱艹玄
𦭀	⿱艹⿸尸几
𦭁	⿱艹⿴囗又
𦭂	⿱⿱艹冖〾九
𦭃	⿱艹⿱兀丂
𦭄	⿱艹⿹巿丿
𦭇	⿱八又
𦭈	⿱艹瓦
𦭉	⿱艹⿴囗九
𦭊	⿸⿱艹⿱丿廾丶
𦭋	⿱艹⿺尢力
𦭌	⿱艹⿱上卜
𦭎	⿱艹⿰工卩
𦭏	⿱艹㐱
𦭑	⿱艹⿰氵丁
𦭒	⿱艹⿱一止
𦭕	⿱艹氶
𦭖	⿱艹甲
𦭗	⿱艹⿰山人
𦭘	⿱艹〾夗
𦭙	⿱艹⿰幺卩
𦭚	⿱艹⿰乡十
𦭛	⿱艹⿰亻千
𦭜	⿱艹⿱口八
𦭝	⿱艹罒
𦭞	⿱艹⿸千又
𦭠	⿱艸⿱𠆢⿷匸一
𦭣	⿱艹⿰山刂
𦭤	⿱艹〾四
𦭦	⿱艹⿱亠土
𦭧	⿱艹⿷匚巾
𦭨	⿱⿱艹冖⿱一⿻亅一
𦭪	⿱艹⿹勹⿶凵㐅
𦭫	⿱艸⿱𠆢⿷匸一
𦭬	⿱⿱艹冖巾
𦭭	⿱艹⿰工阝
𦭰	⿱艹⿰氵女
𦭱	⿱龷⿱丷干
𦭲	⿱艹⿰弓弓
𦭳	⿱艹羽
𦭴	⿱艹州
𦭵	⿱艹羊
𦭶	⿱艹先
𦭷	⿱艹⿱厶牛
𦭸	⿱艹舟
𦭹	⿱艹⿸⿻丿一火
𦭺	⿱⿱艹丩⿰丩丩
𦭻	⿱艹臼
𦭼	⿱艹⿱爫又
𦭾	⿳艹丿罒
𦭿	⿱艹⿰亻牙
𦮀	⿱艹⿱公儿
𦮂	⿱艹⿱匕日
𦮃	⿱艹⿴北丨
𦮄	⿱艹⿴四一
𦮅	⿳艸一⿻屮冂
𦮆	⿳艹一⿰日又
𦮇	⿱艹⿱七木
𦮈	⿱艹⿸厂⿱一幺
𦮉	⿱艹〾酉
𦮌	⿱艹〾肙
𦮍	⿹⿱艹勹⿱十凵
𦮎	⿱艹⿱龷八
𦮏	⿱艹⿵冂〾人
𦮐	⿱艹⿱幺大
𦮑	⿳艹彐口
𦮒	⿱艹⿶凵王
𦮓	⿱艹⿰⿱㐅㐅刂
𦮔	⿱艹夅
𦮕	⿱艹⿱人〾心
𦮖	⿱⿱艹干⿰𠂊乀
𦮗	⿱艹⿴囗女
𦮛	⿱艹⿰氵⿰𠂊乀
𦮜	⿱⿱艹冖斗
𦮟	⿱艹⿲氵丶人
𦮠	⿱艹戌
𦮡	⿳艹龴〾心
𦮢	⿱艹⿰土⿹勹丶
𦮣	⿱艹⿰口⿱一⿻亅一
𦮤	⿳艹匕心
𦮥	⿱艹⿱口大
𦮦	⿱艹〾卯
𦮧	⿱艹⿱夂⿻二丨
𦮨	⿳艹巛工
