⺀	⿱丶丶
𦔞	⿰耒⿰⿱亠〾肙攵
𦔟	⿰耒⿱𠆢⿱㐫禸
𦔡	⿰耒⿱⿱从从日
𦔢	⿰耒⿱叕日
𦔥	⿰耒⿱罒⿱土⿱丷干
𦔧	⿰耒⿱禺心
𦔨	⿰耒⿱日⿱罒方
𦔩	⿰耒⿸鹿灬
𦔫	⿰耒⿱羽⿱田⿱龷八
𦔬	⿰耒⿱⿰目目隹
𦔭	⿰耒⿸麻非
𦔮	⿸耳乚
𦔯	⿱八耳
𦔰	⿱𠂊耳
𦔱	⿺九耳
𦔲	⿰耳丂
𦔳	⿰耳力
𦔴	⿱𠆢耳
𦔵	⿱入耳
𦔶	⿰耳㔾
𦔷	⿰耳幺
𦔸	⿰耳工
𦔹	⿰耳⿴又丶
𦔺	⿰耳山
𦔻	⿰耳口
𦔼	⿰耳攴
𦔽	⿰耳壬
𦔾	⿰耳夫
𦔿	⿰耳天
𦕀	⿰耳⿰土刀
𦕁	⿰〾巴耳
𦕂	⿱木耳
𦕃	⿰耳⿴⿻冂一丶
𦕄	⿰耳斤
𦕅	⿰耳⿰匚卩
𦕆	⿰耳牙
𦕇	⿰耳⿱一幺
𦕈	⿰耳⿱小丿
𦕉	⿱⿱小丿耳
𦕋	⿰耳⿵冂又
𦕌	⿰氏耳
𦕍	⿰耳⿱冖几
𦕎	⿰耳⿱八丂
𦕏	⿰耳中
𦕐	⿰耳甘
𦕑	⿰耳氐
𦕓	⿱⿰工几耳
𦕔	〾卯
𦕕	⿱夗耳
𦕖	⿰耳⿱丿止
𦕗	⿰耳⿱⿰丿一小
𦕘	⿰耳用
𦕙	⿰耳⿹勹口
𦕚	⿰耳⿻弓⿰丿丨
𦕛	⿰耳民
𦕜	⿰耳未
𦕝	⿰耳示
𦕞	⿰耳⿱八亏
𦕠	⿰耳⿱龷八
𦕣	⿰耳⿺廴⿱丿止
𦕥	⿱⿰龶刀耳
𦕦	⿱⿰耳人从
𦕧	⿰耳⿹戈⿻丿一
𦕨	⿰耳艮
𦕩	⿰耳西
𦕪	⿱⿸丆卜⿰耳又
𦕫	⿰耳⿱𠆢止
𦕬	⿰耳⿰夕阝
𦕭	⿰耳⿱巛工
𦕮	⿰耳⿳丿囗𠀁
𦕯	⿰耳⿱巛大
𦕱	⿰耳糸
𦕲	⿰耳⿱亼口
𦕳	⿰耳老
𦕴	⿱⿰龶力耳
𦕵	⿰耳⿱宀牛
𦕶	⿰耳⿰扌斤
𦕷	⿰耳⿱工水
𦕸	⿰耳里
𦕹	⿰耳⿱宀厷
𦕺	⿳亠口⿱冖耳
𦕻	⿰耳囪
𦕼	⿰耳丣
𦕽	⿰耳⿰亻申
𦕾	⿰耳⿱氏口
𦕿	⿰耳⿸耳乚
𦖀	⿰耳⿱爫子
𦖁	⿰耳⿱乂⿸⿻丿一巾
𦖃	⿰耳見
𦖄	⿰耳⿱⿱𠂊山丂
𦖅	⿰耳〾兆
𦖆	⿰耳⿱刃心
𦖇	⿰耳⿰⿱口力刂
𦖊	⿰耳⿱大⿹丅口
𦖋	⿰耳⿱⿻千北一
𦖍	⿰耳⿻甲⿱一人
𦖎	⿰耳⿹戈⿱⿱𠆢丶乛
𦖏	⿰⿱耳从仌
𦖐	⿰耳⿰𦈢卩
𦖒	⿰耳⿱⿱亠从十
𦖓	⿰耳⿱穴⿱一𠀁
𦖔	⿰耳⿱⿻大丷亏
𦖕	⿰耳非
𦖖	⿰耳虎
𦖗	⿱采耳
𦖘	⿰耳⿱𠆢舌
𦖙	⿰耳⿱臼丂
𦖚	⿰耳⿱臼又
𦖛	⿰耳⿱甶丂
𦖜	⿱⿰土疋耳
𦖝	⿱⿰朿刂耳
𦖞	⿰⿱氏日耳
𦖟	⿰耳⿱⿹勹⿱丿丿心
𦖠	⿰耳⿱火火
𦖡	⿰耳⿰白⿹勹丶
𦖢	⿰耳音
𦖣	⿰耳⿱八酉
𦖤	⿰耳⿱日生
𦖦	⿰耳頁
𦖧	⿰耳⿷匸⿱日女
𦖨	⿱⿰⿻⿻十口人刂耳
𦖩	⿰⿱而大耳
𦖪	⿰耳⿱⿱宀火又
𦖫	⿰⿱民日耳
𦖬	⿰耳⿱⿱八丂皿
𦖭	⿰耳⿱亼⿰月刂
𦖰	⿱⿰耳又⿻⿻十口人
𦖱	⿰耳⿹⿶戈十口
𦖲	⿰耳叚
𦖳	⿰耳⿱〾申丂
𦖴	⿱⿰彳⿱从人耳
𦖵	⿰耳⿳爫一⿸⿻丿一又
𦖷	⿰⿱田心耳
𦖸	⿰耳⿱⿱⿶凵㐅儿夂
𦖹	⿰耳⿱夗灬
𦖺	⿰耳⿱丷⿱一⿰幺幺
𦖻	⿰耳⿱田心
𦖼	⿰耳骨
𦖽	⿱⿱⿰火火冖耳
𦖿	⿰耳⿱艹⿱亼口
𦗀	⿰耳⿱⿱十⿴⿱冂一三八
𦗁	⿰⿱⿱十⿴⿱冂一三八耳
𦗂	⿰耳⿱而心
𦗃	⿰耳⿱⿻心丿皿
𦗄	⿰耳⿺辶屰
𦗅	⿰耳⿷⿱𦍌儿厶
𦗇	⿰耳韋
𦗈	⿰耳⿰⿱山几攵
𦗉	⿰耳⿱艹⿻丨⿱艹二
𦗊	⿱⿰矢⿱亠土耳
𦗋	⿰耳⿱宀谷
𦗌	⿰耳⿱爫臼
𦗍	⿰耳⿳亠丷⿱冖方
𦗎	⿰耳⿱夗田
𦗏	⿰耳⿰⿱丶艮阝
𦗑	⿰耳啇
𦗒	⿰耳⿰⿱亠⿱口子阝
𦗓	⿰耳鹿
𦗔	⿰耳⿱巛⿻甲⿱一人
𦗕	⿸麻耳
𦗖	⿰耳翏
𦗗	⿰耳⿱羽白
𦗘	⿱⿰耳又⿱艹⿻人⿱冂一
𦗙	⿱⿰坴⿵九丶耳
𦗚	⿱⿰車斤耳
𦗛	⿰耳⿷匸⿱口吅
𦗜	⿰耳⿰彳⿱从龰
𦗝	⿰耳⿰車斤
𦗞	⿰耳⿱宀⿱大⿹丅口
𦗟	⿰耳⿳十罒心
𦗠	⿰耳⿱隹灬
𦗡	⿰耳覃
𦗢	⿰耳⿱𦍌⿱艹口
𦗣	⿰耳黑
𦗤	⿰⿱立月⿱巳耳
𦗥	⿱⿰㡀攵耳
𦗦	⿱⿰釒氏耳
𦗧	⿰耳⿱〾竹⿱亼口
𦗨	⿰耳⿱毛⿰毛毛
𦗩	⿰耳⿱覀示
𦗪	⿰耳⿹⿰工攵〾甘
𦗫	⿰耳⿱艹雨
𦗬	⿰耳⿵門日
𦗭	⿱⿰壴彡耳
𦗮	⿰耳⿱止⿰止止
𦗯	⿰耳⿸厃⿱八舌
𦗰	⿰耳⿳宀丆⿱罒丁
𦗲	⿰耳粦
𦗴	⿰耳⿱〾尚田
𦗵	⿰耳喿
𦗶	⿳〾申冖⿱口耳
𦗷	⿱⿰⿱⿱屮凵方攵耳
𦗸	⿰耳⿰彳⿰⿱山几攵
𦗹	⿰耳⿳亼吅从
𦗺	⿱鼓耳
𦗻	⿰耳⿺辶⿱口吅
𦗼	⿰⿳亼吅从耳
𦗽	⿰耳⿸疒⿰白⿹勹丶
𦗾	⿱⿰釒舌耳
𦗿	⿱⿰⿱艹⿰月月刂耳
𦘀	⿰耳⿰⿱匕矢⿱龴疋
𦘁	⿰耳⿵門耳
𦘂	⿰耳⿰糹⿱白巾
𦘃	⿱⿰⿱艹⿰月月又耳
𦘄	⿰耳⿱辛豕
𦘅	⿰耳⿸广黄
𦘆	⿰耳⿱〾尚貝
𦘇	⿰耳⿰彳⿰⿳山一⿱丿土攵
𦘈	⿰耳⿱⿲幺白幺木
𦘉	⿱⿰釒⿱氏口耳
𦘊	⿰耳⿸⿸厂⿰禾禾止
𦘋	⿰耳⿱⿻臼人貝
𦘌	⿱⿰釒⿱氏日耳
𦘍	⿰耳⿵門癸
𦘎	⿰耳⿻⿱一⿻巿⿰爻爻从
𦘐	⿰耳⿱⿰⿱一⿵冂一⿱一⿵冂一鹿
𦘑	⿰耳⿵門⿹⿰工攵〾甘
𦘓	⿰聿力
𦘔	⿹聿彡
𦘕	⿳聿⿱冖人一
𦘖	⿰歺聿
𦘗	⿰矢聿
𦘘	⿱聿⿵冂日
𦘙	⿱聿⿶凵日
𦘚	⿱聿⿶凵⿱冖人
𦘛	⿱𦘒⿰心⿴卩丶
𦘜	⿱聿⿰心⿴卩丶
𦘝	⿱𦘒⿵冂⿰心卩
𦘞	⿰⿱彐氺聿
𦘟	⿱⿰户攴聿
𦘠	⿱聿⿸耂日
𦘡	⿵冂⿰心⿴卩丶
𦘣	⿰⿳聿田一丮
𦘤	⿰⿻肀𣶒史
𦘥	⿱⿰⿸户口戈聿
𦘦	⿱⿰⿸户口攵聿
𦘧	⿰⿸尸毛⿳聿田一
𦘨	⿰⿱聿⿹勹⿱丿丿⿱聿⿹勹⿱丿丿
𦘩	⿰月八
𦘪	⿰月匕
𦘫	⿱冖肉
𦘬	⿱又肉
𦘭	⿰月丁
𦘯	⿰月厶
𦘰	⿰月丂
𦘱	⿰月卜
𦘲	⿰月入
𦘴	⿰月乇
𦘵	⿰月⿱一九
𦘶	⿰月川
𦘷	⿰月幺
𦘹	⿰月山
𦘺	⿰月巳
𦘼	⿹⿱一𠀁月
𦘽	⿰肉女
𦘾	⿰肉⿵九丶
𦘿	⿰月⿱勹又
𦙁	⿰月⿱一彑
𦙂	⿱⿸丆卜肉
𦙄	⿱⿶凵㐅月
𦙅	⿰月戶
𦙆	⿰月氏
𦙇	⿰月冄
𦙈	⿰月⿱九十
𦙉	⿰月⿱又几
𦙊	⿱火月
𦙋	⿰月⿱⿰丿一𠤎
𦙌	⿰⿱幺月乚
𦙍	⿰丿⿱幺月
𦙏	⿰月⿱山乙
𦙑	⿱⿹勹⿱丿丿月
𦙒	⿰月斗
𦙓	⿰月⿸⿻丿一又
𦙔	⿱爫月
𦙖	⿱天月
𦙗	⿰月五
𦙘	⿰月⿱一幺
𦙙	⿰月水
𦙚	⿰龵月
𦙛	⿰月⿻𠤎冂
𦙜	⿰月厄
𦙝	⿰月⿱八丁
𦙞	⿰月⿶凵㐅
𦙟	⿱文月
𦙠	⿰月⿱弓一
𦙡	⿱止肉
𦙢	⿰肉⿰弓丨
𦙣	⿰月木
𦙤	⿰月毛
𦙥	⿰月⿰子乚
𦙦	⿰月心
𦙧	⿰肉⿱小丿
𦙨	⿰月⿻弓丨
𦙩	⿸耂肉
𦙪	⿱丿⿸⿴尸一月
𦙫	⿰月⿱一止
𦙬	⿰月疋
𦙭	⿰月⿱夂冫
𦙮	⿰月穴
𦙯	⿱⿰亻弋月
𦙰	⿰月⿰亻士
𦙱	⿰月〾册
𦙲	⿱⿰力口肉
𦙳	⿰月⿱⿰丿一小
𦙴	⿰月⿱亠土
𦙵	⿱夗月
𦙶	⿰月⿱十口
𦙷	⿰月⿸尸九
𦙸	⿰月用
𦙹	⿰月⿸尸乂
𦙺	⿱⿰力口月
𦙻	⿰月⿱一火
𦙼	⿱⿰止匕月
𦙽	⿰月册
𦙾	⿰月⿱又土
𦙿	⿰月⿱口儿
𦚀	⿰月〾夬
𦚁	⿰月⿱大厶
𦚂	⿰月⿱夕又
𦚃	⿰月⿻屮儿
𦚄	⿰月⿱大十
𦚅	⿱⿺夂卜月
𦚆	⿰肉皮
𦚇	⿱矛肉
𦚈	⿰月石
𦚉	⿱⿻大丷月
𦚊	⿰月⿱口丂
𦚋	⿱罒月
𦚍	⿱亠⿵⿱小⿵冂一一
𦚎	⿰立月
𦚏	⿱立月
𦚐	⿰月⿱宀匕
𦚑	⿸户⿵⿱一冂二
𦚒	⿰肉⿱土厶
𦚓	⿰肉⿻小二
𦚔	⿰月⿱刀口
𦚕	⿰月甘
𦚗	⿰月⿷匚巾
𦚘	⿱⿰亻士肉
𦚙	⿳𠆢肉土
𦚚	⿰月⿰止匕
𦚛	⿰歺肉
𦚞	⿰月⿷匚王
𦚟	⿰月𦣞
𦚠	⿰月臣
𦚡	⿰月血
𦚢	⿰月⿱日匕
𦚣	⿰月艮
𦚤	⿰月⿻日人
𦚥	⿰月缶
𦚦	⿰月⿱氶一
𦚧	⿰月⿹勹日
𦚨	⿱⿰龶刀肉
𦚪	⿰月⿱巳廾
𦚫	⿰月⿱士大
𦚬	⿰月⿱木十
𦚭	⿰月虫
𦚮	⿱⿰亻壬肉
𦚰	⿰月⿱刀⿰刀刀
𦚱	⿰月老
𦚲	⿰月⿱龴丑
𦚳	⿰月⿱𠫓儿
𦚴	⿱艹⿱一⿱八月
𦚵	⿰月西
𦚶	⿱⿱亼口月
𦚷	⿱⿱亼口肉
𦚸	⿰月⿱一⿱日一
𦚺	⿰月⿺廴止
𦚻	⿰月〾册
𦚽	⿰月⿱口巳
𦚾	⿱亠⿱⿶凵㐅月
𦚿	⿰月⿱䒑巾
𦛀	⿰月⿱火又
𦛁	⿰月⿱巛山
𦛂	⿱⿵冂心肉
𦛃	⿰肉⿱夂口
𦛄	⿱㐫肉
𦛅	⿰肉⿱宀女
𦛆	⿱⿱氶一肉
𦛇	⿱⿰冫夬肉
𦛉	⿰月⿱口巾
𦛊	⿰月⿸⿱⿻丿一丨子
𦛋	⿰月⿱士口
𦛌	⿰月聿
𦛍	⿰月⿱一冉
𦛎	⿰月⿱山巾
𦛏	⿰月⿱大土
𦛐	⿰月〾厄
𦛒	⿰月⿸⿻丿一月
𦛓	⿰月臼
𦛔	⿰月⿱⿰丿一疋
𦛕	⿰⿰月⿱土厶力
𦛖	⿰月⿸耳乚
𦛗	⿰月⿳口丿口
𦛘	⿰月赤
𦛚	⿰月㕯
𦛛	⿰月辛
𦛜	⿰月⿱⿱⿱𠆢丶乛口
𦛝	⿱⿱亼朩肉
𦛞	⿰月邑
𦛟	⿰月⿱一⿻臼人
𦛠	⿰月⿱日土
𦛡	⿰月⿰犭火
𦛢	⿰月⿴囗王
𦛣	⿰月走
𦛤	⿰月⿱白八
𦛥	⿰月⿱⿶乂丶丰
𦛦	⿲月犭⿹勹⿱丿丿
𦛧	⿰月⿱夕火
𦛨	⿰月⿱⿱艹冖力
𦛩	⿰月⿱⿰丿土口
𦛪	⿲月矢卩
𦛫	⿱⿲⿰𡿨丿⿱乛亅又月
𦛬	⿱⿴⿰⿰𡿨丿又幺月
𦛭	⿰月⿱日巾
𦛮	⿰月⿱白儿
𦛯	⿱⿰石又月
𦛰	⿰月⿺辶⿱⿰丿一乙
𦛱	⿰月谷
𦛲	⿰月角
𦛳	⿰月⿹勹⿱屮凵
𦛴	⿰月⿹勹⿻屮凵
𦛵	⿰月⿱⿱勹又口
𦛶	⿰肉⿰⿱土厶卩
𦛷	⿰肉⿱爫寸
𦛸	⿰月⿱龴用
𦛹	⿹⿶戈⿻二丨肉
𦛺	⿰月⿰⿱口力刂
𦛻	⿰月⿰木寸
𦛼	⿰月⿱丘八
𦛽	⿰月⿰口⿱⿱𠆢丶乛
𦛾	⿰月⿰忄丑
𦜀	⿰月⿰口犬
𦜁	⿰肉夆
𦜂	⿰月⿱夂月
𦜃	⿰月⿱日大
𦜄	⿰月⿱日夂
𦜅	⿰月⿰龵阝
𦜇	⿰月⿸尸⿱屮凵
𦜈	⿰月⿱𠫓木
𦜊	⿰月⿱㓁木
𦜋	⿰月⿰⿻牛冂刂
𦜌	⿰⿰月臣又
𦜍	⿰⿰月方攵
𦜏	⿸⿰月戶犬
𦜐	⿰月⿱宀㠯
𦜑	⿱⿰户攵肉
𦜒	⿰月⿳一⿱八八夂
𦜓	⿰⿰月斤欠
𦜔	⿰月⿱土米
𦜕	⿰月⿱⿱氶一㔾
𦜖	⿰月亞
𦜗	⿱⿰⿻牛冂刂月
𦜘	⿰⿰月⿱爫子乚
𦜙	⿰月⿱⿱丿土心
𦜚	⿱⿰支⿱又又月
𦜛	⿸⿰月戶⿹勹九
𦜜	⿱⿰臣又肉
𦜝	⿰月⿵齐二
𦜞	⿰月⿱㐅⿱龷八
𦜟	⿰月⿱丶⿱⿸丆卜口
𦜠	⿰月畀
𦜢	⿰月⿱文月
𦜣	⿰月坴
𦜤	⿰月⿱⿸⿻丿一二月
𦜥	⿰月⿱山⿱⿱𠆢丶龴
𦜦	⿰月⿱中心
𦜧	⿰月⿱⿴囗丨巴
𦜨	⿰月⿱止月
𦜩	⿰月⿱⿹勹⿱丿丿心
𦜪	⿰月⿱廿木
𦜫	⿰月⿻廿木
𦜬	⿰月⿱艹⿻冂人
𦜭	⿰月⿱大⿱十廾
𦜮	⿰月⿱⿻大丷亏
𦜯	⿰月⿱⿻𠤎凵灬
𦜱	⿰月⿱八虫
𦜲	⿰月⿱⿱⿱𠆢丶乛⿱二厶
𦜳	⿱月⿰月月
𦜴	⿱⿰月殳月
𦜵	⿺⿰月⿱夂口卜
𦜶	⿰月⿹方方
𦜷	⿰月⿰忄⿱一日
𦜹	⿱⿰户攴月
𦜺	⿰月⿱彐犮
𦜻	⿰月⿱丑丑
𦜼	⿰月㣇
𦜾	⿱⿰⿻牛冂刂肉
𦜿	⿰肉臽
𦝀	⿰月⿱大示
𦝁	⿰月⿱⿴龷二八
𦝂	⿰月⿰白⿹勹丶
𦝃	⿰月⿰木木
𦝄	⿰月夌
𦝅	⿰月⿱⿱八刀心
𦝆	⿰月⿰爿木
𦝇	⿰月⿰忄⿱日一
𦝈	⿰月⿱日⿸厂人
𦝉	⿰月⿸广氐
𦝊	⿰月⿺辶⿻𠤎凵
𦝋	⿰月門
𦝌	⿰月⿰氵⿱土厶
𦝍	⿱⿰爿木肉
𦝎	⿱⿰氵⿱土厶肉
𦝏	⿰月叀
𦝐	⿰月⿱大卯
𦝑	⿰月⿱亠〾肙
𦝒	⿰月⿰耳又
𦝓	⿰月⿵冂米
𦝔	⿰月⿰矢口
𦝕	⿰〾肙⿱口口
𦝗	⿰月⿰阝⿰亻寸
𦝘	⿰肉⿱龹㔾
𦝙	⿱⿱龷日肉
𦝛	⿰月韋
𦝜	⿰月⿱⿰龶刀大
𦝞	⿰月⿳亠口⿱冖丁
𦝟	⿰月⿸厂里
𦝡	⿰月⿱⿱亼口廾
𦝢	⿰月癸
𦝣	⿰月⿱宀⿱夂口
𦝤	⿰月⿱丷⿱一业
𦝦	⿰月⿱⿸⿻丿一工月
𦝧	⿰月⿱⿴龷二亾
𦝨	⿰月⿱比白
𦝩	⿰月⿱田月
𦝪	⿰月⿱覀土
𦝫	⿱⿱覀女月
𦝬	⿰月⿱穴犬
𦝭	⿱⿰𠂤巾月
𦝮	⿰月⿱民日
𦝯	⿰月⿱大羊
𦝰	⿰月⿱⿻⿹勹⿱丿丿丶心
𦝱	⿰月⿱八酉
𦝲	⿰月曷
𦝳	⿰月⿱目犬
𦝴	⿰月⿱人镸
𦝵	⿰月⿳入〾示口
𦝶	⿰月⿱山⿰山山
𦝷	⿰月⿸尸并
𦝸	⿻十⿰⿰月彡⿹勹⿱丿丿
𦝹	⿰月⿵门⿱乂朩
𦝺	⿰月⿱𦍌大
𦝻	⿰月⿱宀⿱一⿱日一
𦝼	⿰月娄
𦝽	⿳⿸丆卜⿱一止月
𦝾	⿰月⿱己肉
𦞀	⿰⿰月⿱厶口攵
𦞁	⿰月⿹⿶戈十口
𦞂	⿰月⿱艹⿱亼口
𦞃	⿰月⿱⿻大丷〾心
𦞄	⿱⿱山⿰山山月
𦞅	⿱⿴囗𠂭月
𦞆	⿰月⿱臼土
𦞇	⿰月⿵⿻⿱丿中冂⿰一丶
𦞉	⿰肉⿱比白
𦞊	⿰肉⿱龹巾
𦞋	⿱⿱羽一⿰力肉
𦞌	⿰月⿰忄⿱一⿱日一
𦞍	⿱⿰訁十肉
𦞎	⿰月⿸产彡
𦞏	⿱⿵戌女肉
𦞐	⿰月⿸虍⿷匚一
𦞑	⿰月⿱⿸丆卜皿
𦞒	⿰月⿰彳⿱士寸
𦞕	⿰月⿸厃矢
𦞖	⿰月⿱龵目
𦞗	⿰月⿱罒厷
𦞘	⿰肉⿺廴聿
𦞙	⿰月鬼
𦞚	⿰月⿸尸⿵⿱小⿵冂一一
𦞛	⿰月⿱⿱𠆢丶⿸⿴尸一口
𦞜	⿰月⿱自心
𦞝	⿰月⿹气米
𦞞	⿰月⿱龴⿴囗⿱丷干
𦞟	⿰月⿱⿻心丿皿
𦞠	⿰月⿱隹十
𦞡	⿰月⿱巛邑
𦞢	⿰月⿴囗豕
𦞣	⿰月⿱⿴又丶虫
𦞤	⿰月⿱宀辛
𦞥	⿰月⿱⿱一⿰幺幺土
𦞦	⿰月隺
𦞧	⿰月⿱卯田
𦞨	⿰月⿱宀⿳口丿口
𦞩	⿱⿴𦥑幺月
𦞪	⿰月⿱⿱氶一灬
𦞫	⿱⿳宀⿻龷一八月
𦞬	⿰月⿸虍攵
𦞭	⿰月⿱穴瓜
𦞮	⿰月⿺辶屰
𦞯	⿰月⿱老日
𦞰	⿰月⿱覀木
𦞱	⿰肉鬼
𦞲	⿰月⿱山⿱丿虫
𦞳	⿰月⿱宀谷
𦞵	⿰月皋
𦞶	⿰月⿳⿱一口口夊
𦞷	⿰月⿱宀⿱日女
𦞸	⿰月⿺辶并
𦞹	⿰月⿱辰寸
𦞺	⿰月⿰⿱山几攵
𦞻	⿰月⿱艹⿱日十
𦞼	⿰月⿱爫缶
𦞽	⿰月骨
𦞿	⿰月⿱⿱爫又手
𦟂	⿰月⿺辶米
𦟃	⿰月⿰爿羊
𦟄	⿰月⿱⿱又⿰又又木
𦟅	⿰月⿱⿱厶⿰厶厶木
𦟆	⿱⿱一止⿱罒月
𦟇	⿰月⿻禾北
𦟈	⿰月⿱⿱宀丰口
𦟉	⿰月⿸疒甘
𦟊	⿰月⿰酉己
𦟋	⿰月⿰亻咅
𦟌	⿰月⿸尸⿱龷〾卜
𦟍	⿰月⿱艹亥
𦟎	⿰⿸羊工肉
𦟏	⿰月⿸广車
𦟐	⿰月馬
𦟑	⿰月⿰亻⿱大⿹丅口
𦟒	⿺⿻𠤎凵⿰月⿸厃㔾
𦟓	⿱⿰月⿸尸又月
𦟔	⿰月⿰至攵
𦟕	⿰月⿸厂⿱氏日
𦟖	⿰肉馬
𦟗	⿰肉⿰又隹
𦟘	⿰月寅
𦟙	⿰月⿱豕灬
𦟚	⿰月⿸虍豆
𦟛	⿰月⿸广⿻肀月
𦟜	⿰月⿱龶貝
𦟝	⿱⿻⿻亻⿱从从一月
𦟞	⿰月⿱自⿻氺一
𦟟	⿰月麻
𦟠	⿰月⿵戊⿱上小
𦟡	⿱⿰皀旡肉
𦟢	⿰月⿱豕日
𦟣	⿰月⿱⿱囟儿夊
𦟤	⿸⿰月羊丑
𦟥	⿰月⿺辶豕
𦟦	⿰肉⿱艹⿱日大
𦟧	⿱⿰月𦣞⿱一口
𦟨	⿰月⿱⿱囟儿夊
𦟪	⿰月⿺辶車
𦟫	⿰月〾堇
𦟬	⿰月⿱⿻大从彡
𦟭	⿱⿰月力⿲⿺乚二⿺乚二⿺乚二
𦟮	⿰月⿱艹⿱犬廾
𦟯	⿰月⿰革力
𦟱	⿰月⿱宀⿰亻⿱丆日
𦟲	⿱⿵門口月
𦟳	⿰月⿱巛⿻甲⿱一人
𦟴	⿳⿱⿰火火冖一肉
𦟵	⿰月⿱艹⿱爫子
𦟷	⿰月⿰土咅
𦟸	⿰月⿰氵⿱亠⿰亻⿴夂丶
𦟹	⿰月⿱山侖
𦟺	⿰月⿰⿰扌⿱土土卜
𦟻	⿰月⿷匸⿱艹⿸⿻丿一口
𦟼	⿰月⿵門⿹⿻亅一丿
𦟽	⿰月⿱⿱宀⿻心丿山
𦟾	⿰月⿷匸⿱口吅
𦟿	⿰月⿰土隹
𦠀	⿲月⿻巿丷斤
𦠂	⿱鳥肉
𦠄	⿰月⿹⿻戈⿰幺幺人
𦠅	⿰月⿳彐⿰工口寸
𦠆	⿰月⿱⿰巳巳⿱龷八
𦠈	⿰月⿱矛冏
𦠉	⿰月⿱⿳士冖⿱一口䒑
𦠊	⿰月⿱止⿰止止
𦠋	⿱⿰⿱厶口辛月
𦠌	⿰月⿱而而
𦠍	⿰月⿱吅屰
𦠎	⿰月⿱犬⿰犬犬
𦠏	⿰月⿱大⿸耂日
𦠐	⿰月⿰⿱龷月攵
𦠑	⿰月⿸厂⿰屰欠
𦠒	⿱⿸厂⿰屰欠月
𦠓	⿸⿸厂⿰禾禾月
𦠔	⿰月⿰⿱山示斤
𦠖	⿰月⿳⿻十口冖⿱勹巳
𦠗	⿱⿲仌仌仌月
𦠘	⿰⿸户月來
𦠙	⿰月⿱山⿸⿴尸丨目
𦠚	⿰月⿱⿱⿱丿大口冋
𦠛	⿰月⿱⿰夫夫日
𦠜	⿰月⿱艹⿻丅⿱艹二
𦠝	⿰月⿱丣田
𦠞	⿱⿰㡀攵月
𦠟	⿲月⿻⿱山干冂斤
𦠠	⿲月⿱⿱山二屮斤
𦠡	⿱⿱从从⿱日月
𦠢	⿰月⿰⿳亠口小⿺尢丶
𦠣	⿰月⿰⿱亠〾肙攵
𦠤	⿰月⿱心⿰心心
𦠥	⿰月⿵門月
𦠦	⿰月⿰𤴔⿱𠫓〾川
𦠧	⿰月〾翏
𦠨	⿰月⿱⿱⿱厶⿰厶厶人〾心
𦠩	⿸⿸厂⿰禾禾肉
𦠪	⿱⿱⿱从从日肉
𦠫	⿰⿱⿰衤刀生肉
𦠬	⿱⿰⿱厶口辛肉
𦠭	⿰月⿰⿱⿴龷二八斤
𦠮	⿱⿰至至月
𦠯	⿰月⿵門木
𦠱	⿰月⿱〾竹⿰亻戈
𦠲	⿰月⿱亞心
𦠳	⿰月⿸尸⿱子⿰子子
𦠵	⿰月⿰阝⿱八豕
𦠶	⿱⿺走⿱刀口肉
𦠷	⿰囱⿱疋月
𦠸	⿰月⿴衣⿱夕夕
𦠻	⿰月⿱⿻弓⿰丿丨貝
𦠼	⿰月⿳巛⿱冖人⿵𠘨⿻二丨
𦠾	⿰月⿰⿱口耳戈
𦠿	⿰月⿱天韭
𦡀	⿰月⿱⿻大从氺
𦡁	⿰月⿱〾尚田
𦡂	⿰月⿱艹⿻⿱丿土⿱日一
𦡃	⿰月⿱吅里
𦡄	⿰月⿰⿸耂日阝
𦡅	⿰月⿱⿰开刂酉
𦡆	⿰月⿱穴⿸尸⿱屮凵
𦡇	⿰肉⿱罒⿱土⿱丷干
𦡈	⿱⿱亠⿰乡隹肉
𦡉	⿰⿱⿰日月皿月
𦡋	⿰月⿰⿻𠤎凵頁
𦡌	⿱⿴𦥑与⿱冖月
𦡍	⿰⿱⿸尸口月辛
𦡐	⿰月⿱艹⿺廴聿
𦡑	⿰月⿸虍⿱田几
𦡒	⿱⿰彳⿰⿱山几攵月
𦡓	⿰月⿳巛罒用
𦡔	⿰月鼠
𦡕	⿰月⿱雨⿱勹巳
𦡖	⿺⿱止⿵戌小月
𦡗	⿰月⿱⿰禾火心
𦡘	⿰月⿻⿻⿱丿土⿱从从一
𦡙	⿰月⿳⿶凵𠂭八夂
𦡚	⿱⿱亠⿰乡隹月
𦡛	⿰肉⿱〾卅貝
𦡜	⿱⿰⿸尸口辛肉
𦡝	⿰肉⿳爫冖⿱心夂
𦡞	⿰月⿱⿰木木示
𦡟	⿰⿱北月夌
𦡠	⿰⿱王廾⿱⿻人⿰冫𡿨月
𦡡	⿰月⿰石⿱⿱日一寸
𦡢	⿰月⿱艹娄
𦡣	⿰月⿱⿱亠⿴囗口禾
𦡤	⿰月⿱⿰氵隹十
𦡥	⿰月⿰氵⿰⿹弓二⿹弓二
𦡦	⿰月⿱艹⿻⿱丿土⿱日一
𦡧	⿰月⿱业⿱䒑未
𦡨	⿰⿱⿰木木月皮
𦡩	⿰⿰月桼卩
𦡫	⿰月⿱𦍌我
